Elevation,Aspect,Slope,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,SoilType,WildernessArea,Average_Hillshade,Total_Distance_to_Hydrology
3365,92,5,4251,3953,40,1,199.0,212.03773249117714
2350,161,19,1084,1053,3,4,201.33333333333331,248.13101378102658
2335,329,16,1443,451,17,4,192.0,0.0
2391,283,17,1293,301,10,4,205.66666666666663,100.24470060806208
2405,339,13,1203,212,10,4,193.33333333333331,152.41062955056645
2413,295,17,1084,95,10,4,202.0,234.10467744152402
2470,140,11,815,182,2,4,201.0,160.3527361787132
2345,92,13,459,541,2,4,189.66666666666663,0.0
2520,54,10,150,1781,5,4,189.66666666666663,195.5326059765992
2515,123,5,277,1627,6,4,202.0,42.1070065428546
2397,25,26,660,1298,10,4,158.33333333333334,61.39218191268331
2384,24,19,661,1266,14,4,173.66666666666663,0.0
2396,69,15,781,1080,10,4,182.33333333333331,70.51950084905593
2391,88,17,782,1080,10,4,180.33333333333331,45.31004303683677
2379,88,21,785,1082,10,4,172.66666666666663,30.4138126514911
2354,53,20,794,1087,10,4,170.33333333333334,0.0
2468,336,14,702,1235,10,4,192.66666666666663,324.7845439672276
2476,142,6,671,1298,6,4,203.66666666666663,280.1660222082614
2473,104,9,661,1350,6,4,196.33333333333331,272.8021260914218
2392,87,22,702,1527,6,4,170.33333333333334,90.13878188659973
2378,83,22,713,1549,5,4,171.0,62.0966987850401
2364,0,2,738,1567,11,4,202.33333333333331,0.0
2398,308,8,912,1516,11,4,203.33333333333331,299.90165054564136
2415,341,11,918,1384,10,4,195.33333333333331,442.7301661283089
2414,50,4,713,1207,6,4,199.33333333333331,631.0404107503734
2400,117,13,485,1019,3,4,193.66666666666663,430.2615483633182
2312,111,26,300,876,3,4,171.33333333333334,241.82018112638985
3364,358,6,4179,3880,40,1,198.66666666666663,193.25889371514057
3154,144,16,1019,2101,29,1,198.0,196.21671692289624
2963,63,10,1825,120,32,3,190.66666666666663,108.90362712049586
3023,10,7,3104,713,32,3,197.0,519.7557118493264
2348,108,12,1019,987,3,4,192.66666666666663,231.65707414193074
2316,110,16,1165,992,3,4,188.66666666666663,152.7776161615307
2311,292,23,1430,722,10,4,197.66666666666663,94.86832980505137
2365,267,23,1355,365,10,4,206.33333333333331,42.42640687119285
2419,331,16,1087,108,10,4,191.66666666666663,212.00235847744713
2459,233,12,908,108,2,4,212.66666666666663,170.23806859806652
2467,212,6,849,162,2,4,209.66666666666663,135.07405376311175
2445,111,21,730,277,1,4,181.33333333333331,97.74456506629922
2351,63,13,495,514,2,4,186.0,0.0
2536,339,3,153,1890,6,4,202.0,328.3062594590606
2512,113,5,255,1655,6,4,200.66666666666663,30.0
2505,321,3,324,1622,6,4,203.66666666666663,30.265491900843113
2447,301,18,685,1187,6,4,199.33333333333331,230.4886114323222
2367,57,16,760,1114,10,4,178.0,0.0
2361,29,19,765,1116,10,4,173.33333333333337,0.0
2470,190,8,633,1357,6,4,209.0,242.6849809938802
2367,356,7,711,1537,11,4,197.66666666666663,0.0
2425,0,11,853,1348,10,4,192.33333333333331,509.48012718849003
2373,130,27,418,997,3,4,178.0,358.8049609467517
2361,129,28,390,977,3,4,175.33333333333337,329.8757341787965
3376,16,4,4357,3952,40,1,199.66666666666663,218.0022935659164
3064,351,19,2118,3310,22,1,181.66666666666663,45.31004303683677
2881,4,7,2483,234,23,3,197.0,30.265491900843113
2349,74,14,1012,977,3,4,184.0,205.34117950377123
2356,350,23,1448,459,10,4,175.33333333333337,31.622776601683793
2401,264,18,1269,285,10,4,209.33333333333331,70.83784299369935
2428,349,15,1150,175,6,4,188.0,151.6047492659778
2427,353,18,1120,150,6,4,183.33333333333331,170.10584939971935
2375,86,16,589,430,1,4,182.66666666666663,0.0
2494,21,7,67,1716,6,4,196.33333333333331,310.2208890452092
2531,96,9,120,1880,6,4,195.66666666666663,300.8537850850476
2526,126,2,95,1848,6,4,203.66666666666663,261.55878880282347
2517,84,6,212,1694,6,4,197.0,67.1863081289633
2388,65,21,722,1140,10,4,169.33333333333334,0.0
2379,39,17,726,1142,10,4,176.0,0.0
2376,21,20,730,1144,10,4,172.33333333333337,30.066592756745816
2378,308,20,769,1165,10,4,195.33333333333331,114.82595525402782
2465,169,10,607,1365,6,4,206.66666666666663,214.2545215392198
2373,336,10,685,1507,11,4,197.0,0.0
2376,340,13,700,1511,11,4,193.0,31.32091952673165
2383,328,20,732,1519,11,4,188.0,91.78235124467012
2401,334,18,787,1536,11,4,188.33333333333331,187.3606148580859
2424,328,17,914,1492,10,4,191.33333333333331,368.7817782917155
3238,297,25,1840,3276,29,1,193.66666666666663,490.29174987959976
3309,357,14,1697,2821,39,1,187.66666666666663,316.79646462673793
2889,299,12,2525,170,23,3,203.33333333333331,31.04834939252005
2408,105,17,859,825,3,4,184.66666666666663,303.6264151881387
2286,71,17,1332,819,17,4,178.66666666666663,0.0
2352,327,17,1511,641,10,4,191.66666666666663,168.67127793433
2363,345,23,1511,524,10,4,175.33333333333337,99.04039579888602
2387,277,17,1302,323,10,4,207.0,31.32091952673165
2441,282,10,977,124,6,4,207.0,190.16834647227702
2400,68,19,655,379,1,4,173.33333333333337,0.0
2390,55,21,626,408,1,4,167.66666666666666,0.0
2498,324,2,42,1698,6,4,203.33333333333331,339.4849039353591
2524,24,3,67,1873,6,4,201.0,285.9545418418809
2393,49,19,693,1170,10,4,172.0,0.0
2383,7,22,721,1184,10,4,171.66666666666666,87.80091115700337
2406,329,18,745,1500,11,4,189.33333333333331,159.48040632002414
2436,344,15,918,1482,10,4,188.66666666666663,401.67773152117854
2431,45,12,755,1308,10,4,187.0,607.2643575906625
2273,101,21,201,916,3,4,177.33333333333337,135.79396157414365
3377,26,10,4325,3869,40,1,190.33333333333331,295.0
3376,1,11,4298,3852,40,1,192.33333333333331,304.8835843399903
3318,8,15,1761,3004,39,1,184.66666666666663,418.0251188624913
2886,20,6,2458,201,23,3,197.0,30.01666203960727
2385,357,25,1426,446,10,4,167.66666666666666,44.27188724235731
2409,283,18,1248,283,10,4,204.66666666666663,42.1070065428546
2449,4,15,1071,162,6,4,185.33333333333331,175.34537347760278
2414,45,19,690,362,1,4,172.0,0.0
2409,36,23,660,390,1,4,164.66666666666666,0.0
2535,273,4,60,1998,6,4,206.66666666666663,332.4484922510553
2409,64,20,661,1200,10,4,172.0,0.0
2466,315,16,649,1292,10,4,196.66666666666663,247.39644298170498
2407,104,16,569,1440,6,4,187.0,88.05679985100527
2413,314,13,722,1471,11,4,200.0,168.96153408394468
2304,99,20,277,990,3,4,179.0,201.2486024796197
2275,75,19,190,942,3,4,175.0,124.25779653607253
3081,344,19,2105,3248,22,1,183.66666666666663,33.1058907144937
2982,96,15,350,2072,32,3,186.33333333333331,245.79056125083403
2344,109,11,1057,1012,3,4,195.33333333333331,101.95096860746347
2406,326,18,1283,324,10,4,190.66666666666663,0.0
2413,308,20,1253,300,10,4,195.33333333333331,30.805843601498726
2444,295,16,1165,234,10,4,202.33333333333331,85.21150157109074
2455,351,16,990,182,6,4,187.0,180.06943105369106
2444,75,15,780,300,1,4,182.33333333333331,0.0
2465,319,21,642,1310,10,4,189.33333333333331,228.3703133071372
2479,33,5,577,1356,6,4,198.33333333333331,193.19679086361657
2381,40,4,577,1413,6,4,199.66666666666663,0.0
2386,337,10,592,1415,11,4,196.33333333333331,0.0
2456,14,17,841,1416,6,4,179.33333333333337,529.9698104609356
2960,328,3,1448,283,23,3,203.33333333333331,127.76932339180638
2388,313,17,1554,579,10,4,196.0,172.80335644888382
2463,358,16,990,212,6,4,184.66666666666663,182.4636950190366
2519,311,13,90,1749,6,4,200.0,382.29438918194967
2531,327,10,90,1879,6,4,199.33333333333331,296.23301639081353
2428,339,23,671,1289,10,4,179.0,222.33533232484666
2433,328,23,685,1295,10,4,183.33333333333331,246.9757073074192
2439,125,16,484,1401,6,4,193.33333333333331,90.13878188659973
2433,193,12,480,1392,6,4,210.66666666666663,90.0
2432,147,16,484,1385,6,4,198.66666666666663,90.0222194794152
2384,65,7,537,1381,6,4,195.66666666666663,0.0
2384,333,10,551,1383,11,4,198.33333333333331,0.0
2399,292,12,638,1401,11,4,205.0,127.12198865656563
2468,343,20,900,1482,6,4,182.33333333333331,482.21571936219584
2378,117,15,510,1189,3,4,191.66666666666663,380.44710539048657
2965,87,12,878,153,32,3,188.66666666666663,95.524865872714
2342,136,18,992,942,3,4,194.0,101.24228365658294
2349,262,26,1471,702,10,4,205.66666666666663,103.46980235798269
2418,350,17,1380,433,10,4,185.0,86.31338250816034
2423,346,20,1320,384,10,4,181.0,42.7551166528639
2469,345,16,1050,242,6,4,188.0,182.64993840677855
2472,352,17,1020,240,6,4,184.0,212.73457640919588
2466,20,15,841,300,6,4,182.0,68.8839603971781
2428,350,21,607,1302,10,4,177.66666666666663,186.34376834227646
2435,340,23,618,1307,10,4,177.66666666666663,208.65521800328887
2476,320,17,616,1357,10,4,193.66666666666663,192.04166214652486
2392,35,13,497,1350,6,4,185.0,0.0
2397,335,12,541,1355,11,4,195.66666666666663,43.965895873961216
2419,80,20,661,1316,10,4,173.33333333333337,491.58112250166806
3212,76,21,1260,2408,29,1,170.66666666666666,346.9135338956957
2307,146,25,1080,1027,3,4,189.0,0.0
2298,162,19,1110,1055,3,4,201.33333333333331,0.0
2296,187,17,1170,997,17,4,209.33333333333331,0.0
2302,198,21,1200,968,3,4,210.33333333333331,30.59411708155671
2308,194,22,1230,940,3,4,208.66666666666663,43.68065933568311
2311,177,20,1260,911,3,4,205.66666666666663,43.965895873961216
2301,93,9,1320,854,3,4,194.66666666666663,0.0
2457,321,17,1172,309,10,4,193.0,69.6419413859206
2431,89,9,421,1337,6,4,193.66666666666663,30.066592756745816
2422,117,6,421,1328,6,4,200.33333333333331,30.265491900843113
2410,71,10,446,1320,6,4,191.0,0.0
2401,16,16,470,1320,11,4,180.33333333333331,30.14962686336267
2422,257,11,661,1361,10,4,210.66666666666663,233.20591759215716
2469,310,18,808,1415,6,4,196.33333333333331,417.612260356422
2472,56,18,812,1448,6,4,174.0,567.3314727740741
3114,106,23,2737,3065,29,1,176.0,255.8378392654222
3087,127,25,2694,3062,29,1,179.66666666666663,200.28230076569423
2306,135,21,1050,994,3,4,189.66666666666663,30.0
2295,185,8,1230,949,17,4,208.66666666666663,30.0
2298,183,12,1260,920,17,4,209.0,30.0
2298,174,9,1290,892,17,4,207.66666666666663,0.0
2302,312,7,1350,836,17,4,203.0,0.0
2312,262,21,1396,780,10,4,208.66666666666663,30.265491900843113
2418,291,19,1473,541,10,4,202.33333333333331,192.35384061671346
2460,339,20,1203,350,10,4,183.66666666666663,73.00684899377592
2485,129,6,531,1398,6,4,201.66666666666663,108.77959367454909
2460,133,10,443,1348,6,4,200.0,60.530983801686226
2457,126,11,430,1339,6,4,198.33333333333331,60.207972893961475
2438,87,9,400,1318,6,4,194.0,30.265491900843113
2427,41,10,390,1302,6,4,190.0,0.0
2414,43,8,400,1293,6,4,193.0,0.0
2410,9,16,430,1290,11,4,182.0,30.0
2464,290,20,767,1376,6,4,201.66666666666663,392.7467377331096
2485,100,11,845,1449,6,4,193.0,569.7236172039912
2446,76,21,726,1401,10,4,170.66666666666666,480.6100290256124
2356,30,23,371,1165,10,4,165.66666666666666,204.1984329028996
2284,43,19,120,1036,14,4,171.66666666666666,0.0
3046,357,5,3300,934,32,3,199.66666666666663,454.03964584604284
2307,337,17,1342,847,17,4,189.0,0.0
2308,338,16,1355,819,17,4,189.66666666666663,0.0
2380,262,25,1465,633,10,4,206.66666666666663,114.82595525402782
2476,351,18,582,1412,10,4,182.66666666666663,212.03773249117714
2448,120,8,390,1302,6,4,200.0,30.265491900843113
2439,34,9,371,1289,6,4,192.66666666666663,0.0
2416,1,15,509,1273,11,4,185.33333333333331,153.37535656030275
2447,72,18,730,1421,10,4,176.0,458.42338509286367
2375,23,17,437,1224,10,4,178.66666666666663,245.79056125083403
2980,330,8,930,127,32,3,200.33333333333331,135.4843164355196
3129,210,15,283,666,32,3,212.66666666666663,388.35550723531657
2301,122,3,1022,960,17,4,203.0,0.0
2311,28,25,1221,969,10,4,158.66666666666666,30.4138126514911
2494,341,16,1120,371,10,4,188.66666666666663,178.98603297464302
2502,353,17,912,379,6,4,185.0,207.6174366473105
2356,96,15,446,700,2,4,187.0,171.29214809792072
2460,88,13,408,1300,6,4,188.0,31.04834939252005
2452,91,10,391,1290,6,4,193.0,0.0
2447,79,5,376,1282,6,4,198.66666666666663,0.0
2447,13,5,362,1273,6,4,198.33333333333331,0.0
2448,10,13,335,1253,11,4,187.66666666666663,31.32091952673165
2434,37,10,331,1239,11,4,190.66666666666663,60.13318551349163
2426,5,19,467,1239,11,4,177.33333333333337,153.80507143784303
2425,5,20,488,1243,11,4,175.66666666666663,173.3666634621547
2476,169,2,875,1382,6,4,205.33333333333331,544.390484854392
2476,69,12,824,1410,6,4,188.0,505.53733788910193
2427,49,21,648,1380,10,4,167.66666666666666,377.1432088742949
2389,38,14,503,1284,10,4,182.33333333333331,289.0847626562147
2310,95,14,190,1115,10,4,188.0,31.953090617340916
2303,77,13,162,1103,14,4,186.66666666666663,0.0
3272,341,21,2112,3124,39,1,180.66666666666663,301.34697609234445
2986,56,11,534,2118,32,3,188.66666666666663,303.65934861288235
2314,138,24,934,870,3,4,186.66666666666663,43.41658669218482
2327,320,30,1075,962,10,4,175.33333333333337,47.41307836451879
2378,270,31,1416,666,10,4,198.66666666666663,71.5122367151245
2466,312,16,1362,511,10,4,197.33333333333331,178.46568297574746
2503,351,18,1124,400,10,4,183.66666666666663,205.05608988762074
2510,355,15,1036,390,6,4,186.33333333333331,267.8581714265966
2460,63,12,384,1271,6,4,187.66666666666663,0.0
2452,20,12,306,1224,11,4,187.0,60.530983801686226
2438,352,11,306,1206,11,4,193.33333333333331,90.35485598461214
2426,67,17,626,1383,10,4,179.0,336.2677504608493
2401,85,13,541,1326,10,4,187.33333333333331,291.0549776245031
2307,87,10,201,1142,14,4,192.33333333333331,0.0
3101,313,9,2388,2984,22,1,202.0,150.00333329629711
3034,49,4,2912,1332,32,3,198.66666666666663,360.16801634792614
3134,112,18,437,607,32,3,185.0,348.31164206784706
2323,35,22,466,391,17,4,166.33333333333334,0.0
2317,322,28,1008,930,10,4,177.33333333333337,34.9857113690718
2356,341,24,1291,834,10,4,175.33333333333337,73.40980860893181
2397,269,31,1410,661,10,4,198.33333333333331,88.60022573334675
2415,270,29,1429,638,10,4,200.33333333333331,116.24543001770004
2504,330,14,1218,457,6,4,194.33333333333331,196.0943650388761
2517,7,17,983,424,6,4,181.66666666666663,290.82297020696285
2470,66,8,404,1265,6,4,193.66666666666663,0.0
2460,353,15,309,1216,11,4,187.66666666666663,60.530983801686226
2452,333,19,295,1172,10,4,187.66666666666663,122.57650672131263
2416,118,19,607,1387,1,4,186.33333333333331,294.0901222414653
2397,111,11,552,1350,1,4,195.0,263.16724720223067
2314,99,11,242,1182,1,4,193.33333333333331,0.0
3237,120,36,3127,2965,39,1,154.66666666666666,353.3864739912947
2908,229,5,2353,277,23,3,208.66666666666663,0.0
3100,120,10,437,633,24,3,198.0,221.2690669750293
2316,33,14,532,454,17,4,182.66666666666663,0.0
2305,131,11,890,842,3,4,199.33333333333331,0.0
2304,330,9,916,872,17,4,199.33333333333331,0.0
2512,321,13,1194,474,6,4,197.66666666666663,232.56181973832247
2440,101,28,730,558,1,4,163.0,281.8865019826242
2378,93,16,582,658,1,4,184.33333333333331,192.20041623263984
2356,100,13,495,726,2,4,190.66666666666663,127.56566936288148
2476,85,3,433,1261,6,4,201.33333333333331,0.0
2474,6,15,319,1205,11,4,184.33333333333331,60.29925372672534
2465,343,17,283,1140,10,4,186.33333333333331,154.7384890710776
2466,0,18,300,1140,10,4,180.0,158.66001386612822
2451,16,17,384,1146,10,4,179.0,215.55741694499866
2454,32,16,458,1159,10,4,180.0,264.0075756488817
2451,12,18,537,1179,10,4,179.0,325.96012026013244
2446,19,19,564,1187,10,4,176.0,344.62298240250897
2444,347,16,618,1205,10,4,187.33333333333331,386.37805320695946
2450,313,10,674,1226,10,4,201.66666666666663,432.90299144265566
2427,135,20,674,1434,1,4,191.33333333333331,309.2005821469293
2367,131,20,418,1291,1,4,189.66666666666663,138.49548729110273
2320,74,18,283,1222,1,4,177.66666666666663,0.0
2311,53,10,258,1209,14,4,190.66666666666663,0.0
3047,74,12,706,1934,29,1,188.33333333333331,120.10412149464314
2913,120,13,792,2489,32,3,195.0,190.9476368012969
2861,143,9,1050,2400,17,3,202.33333333333331,30.14962686336267
2305,137,9,849,815,17,4,201.66666666666663,0.0
2335,328,31,953,871,10,4,168.0,48.373546489791295
2381,287,22,1345,722,10,4,200.66666666666663,31.32091952673165
2463,261,19,1406,600,10,4,209.33333333333331,137.23337786413333
2400,94,20,648,638,1,4,176.66666666666663,194.98717906570164
2481,59,8,443,1248,6,4,193.33333333333331,0.0
2479,2,7,417,1234,6,4,196.66666666666663,0.0
2459,315,14,228,1114,10,4,198.33333333333331,181.10770276274835
2464,225,11,836,1276,6,4,212.0,470.56136688002766
2470,203,6,864,1291,6,4,209.0,447.7555136455608
2326,57,16,300,1249,14,4,178.0,0.0
2938,72,32,430,1678,29,1,144.0,42.7551166528639
2910,356,8,2308,342,23,3,196.66666666666663,42.04759208325728
3124,266,12,470,914,32,3,209.66666666666663,413.961350852951
2351,46,24,524,437,10,4,160.0,47.885279575251516
2332,46,20,1140,874,10,4,170.33333333333334,31.32091952673165
2343,253,20,1183,902,10,4,211.0,43.174066289845804
2384,20,22,1284,787,10,4,169.0,32.31098884280702
2530,315,15,1179,524,6,4,198.0,301.70515408259104
2468,354,11,485,1113,10,4,192.66666666666663,349.09024621149183
2464,357,14,541,1129,10,4,187.66666666666663,388.9125865795552
2465,132,13,864,1282,6,4,197.66666666666663,405.9088567646683
2349,129,20,443,1343,1,4,189.66666666666663,109.65856099730654
2332,90,9,319,1276,14,4,194.33333333333331,0.0
2322,356,6,277,1254,10,4,198.66666666666663,60.03332407921454
3302,100,24,1723,2914,39,1,172.33333333333337,339.3302226445502
2304,132,6,767,765,17,4,202.33333333333331,0.0
2472,241,24,1361,618,10,4,211.0,158.75767697972907
2518,277,20,1245,569,10,4,205.33333333333331,258.54400012377005
2529,287,17,1216,560,6,4,204.0,286.75425018646195
2459,280,4,759,1195,6,4,206.0,495.81649831364024
2460,196,6,816,1224,6,4,208.66666666666663,442.3980108454377
2460,174,12,845,1240,6,4,207.66666666666663,415.234873294621
2416,125,15,731,1345,1,4,193.66666666666663,261.9637379485947
2411,126,17,702,1364,1,4,191.66666666666663,243.402958075698
2401,131,18,674,1383,1,4,192.66666666666663,219.52904135899652
2368,121,20,537,1415,1,4,186.0,128.06248474865697
2331,135,3,361,1316,14,4,203.66666666666663,0.0
2327,347,8,300,1282,10,4,197.33333333333331,67.00746227100382
3226,121,19,1549,2751,29,1,187.33333333333331,250.3197954617253
2313,258,10,600,598,17,4,210.33333333333331,0.0
2351,246,21,1165,872,10,4,211.66666666666663,30.14962686336267
2433,225,24,1379,691,10,4,212.0,63.90618123468183
2544,288,13,1165,577,6,4,205.66666666666663,334.1526597230673
2552,292,14,1136,573,6,4,204.66666666666663,364.12772484390695
2559,309,10,1106,571,6,4,202.33333333333331,392.4601890638081
2469,90,28,816,631,1,4,159.33333333333334,264.6998299961675
2366,78,14,591,765,2,4,185.33333333333331,67.0
2353,70,7,510,828,2,4,195.33333333333331,30.265491900843113
2349,62,8,484,850,2,4,193.33333333333331,0.0
2455,34,3,721,1154,6,4,200.0,512.6499780552028
2457,198,2,750,1168,6,4,205.33333333333331,484.6411043236015
2384,126,14,631,1401,1,4,194.66666666666663,156.0416611036937
2370,128,20,577,1442,1,4,188.66666666666663,111.8257573191436
2352,121,18,525,1425,1,4,188.0,86.49277426467485
2330,76,2,402,1356,14,4,202.33333333333331,0.0
2328,8,3,376,1343,14,4,200.66666666666663,0.0
3093,315,31,2689,2770,24,1,177.0,242.33241632105268
2318,306,13,582,607,17,4,201.0,0.0
2309,103,9,685,721,17,4,195.33333333333331,0.0
2321,319,29,738,779,10,4,177.0,33.54101966249684
2385,8,12,953,751,10,4,189.66666666666663,192.41881404893857
2413,2,21,1294,768,10,4,173.33333333333337,31.953090617340916
2485,252,26,1318,646,10,4,208.0,172.06975329789952
2538,261,17,1201,612,6,4,210.33333333333331,298.41246622753545
2546,269,14,1172,607,6,4,209.0,328.3245345690754
2515,92,25,911,626,1,4,165.0,277.5031531352392
2359,57,8,551,828,2,4,193.66666666666663,30.14962686336267
2356,50,7,525,849,2,4,194.33333333333331,0.0
2480,13,9,541,1053,6,4,194.0,476.11448203137024
2456,111,4,742,1142,6,4,201.66666666666663,476.60885430298083
2339,83,4,443,1409,1,4,200.33333333333331,30.59411708155671
2333,70,7,417,1396,14,4,195.33333333333331,0.0
2336,1,9,335,1359,10,4,194.33333333333331,42.7551166528639
3109,132,14,641,815,32,3,196.66666666666663,248.1713117989265
2952,161,14,725,2167,33,3,204.33333333333331,493.35180145612117
2362,81,21,446,484,10,4,171.0,103.46980235798269
2326,281,13,566,618,3,4,207.0,31.622776601683793
2314,121,15,644,702,17,4,192.66666666666663,0.0
2390,0,12,942,721,10,4,191.0,217.46264046957583
2388,19,21,1020,750,10,4,169.33333333333334,119.86659251017358
2429,8,22,1273,792,10,4,170.66666666666666,34.0
2471,83,24,836,685,1,4,164.66666666666666,208.38905921376966
2481,50,13,589,1048,6,4,185.33333333333331,538.406909316736
2452,99,10,765,1132,2,4,194.66666666666663,440.5859734489967
2439,128,8,824,1165,2,4,200.33333333333331,380.1710141502111
2422,110,15,800,1237,2,4,189.66666666666663,264.3709515056448
2398,77,12,684,1316,2,4,188.0,155.76905982896602
2373,108,20,598,1379,1,4,182.33333333333331,89.81091247727082
2338,61,2,430,1436,14,4,201.33333333333331,0.0
2335,41,5,402,1423,14,4,197.33333333333331,0.0
2337,13,4,242,1357,10,4,199.33333333333331,134.09325113517085
2954,155,17,713,2096,33,3,201.0,464.71066267087093
2941,143,7,808,2290,33,3,203.33333333333331,470.4147106543332
2365,78,23,426,499,10,4,166.33333333333334,100.17983829094555
2314,214,7,525,604,17,4,210.0,0.0
2345,307,31,711,721,10,4,180.0,76.05918747922567
2378,321,20,792,700,10,4,190.0,145.49914089093448
2396,3,17,942,696,10,4,182.33333333333331,228.0021929719098
2401,353,19,966,706,10,4,181.66666666666663,182.00274723201295
2369,17,28,1092,793,10,4,154.0,33.1058907144937
2403,248,32,1189,872,10,4,204.66666666666663,71.16881339463234
2440,356,15,1252,816,10,4,187.0,44.94441010848846
2374,65,14,633,834,2,4,184.0,0.0
2368,58,13,607,853,2,4,184.33333333333331,0.0
2491,45,11,524,997,6,4,188.33333333333331,522.3188681255924
2484,82,9,582,1020,6,4,194.0,559.6472103030623
2419,120,14,794,1214,2,4,193.33333333333331,254.9078264785136
2409,103,9,735,1253,2,4,195.33333333333331,197.25364381932212
2402,96,11,706,1273,2,4,192.33333333333331,168.40427548016706
2397,102,12,677,1294,1,4,191.66666666666663,140.13208055259867
2378,108,20,618,1337,1,4,181.66666666666663,87.80091115700337
2340,32,7,474,1448,1,4,195.0,0.0
2338,11,7,446,1471,14,4,196.0,0.0
3170,138,14,1397,2624,29,1,198.33333333333331,60.530983801686226
3037,109,19,778,2028,29,1,184.0,89.1852005660132
2941,173,8,805,2245,33,3,207.0,433.4166586553867
2315,92,19,484,592,17,4,178.33333333333337,0.0
2318,207,10,537,644,17,4,211.0,30.265491900843113
2328,313,30,644,713,10,4,178.33333333333337,46.09772228646444
2398,333,15,836,663,10,4,192.66666666666663,213.7755832643195
2403,341,14,882,660,10,4,192.33333333333331,254.08069584287588
2406,17,28,1015,725,10,4,155.66666666666666,110.27692415006868
2557,184,10,1110,690,6,4,209.0,346.36541397778154
2495,359,15,430,940,6,4,186.66666666666663,497.83531413510633
2485,89,12,547,981,6,4,190.33333333333331,563.0177617091667
2480,96,11,607,1006,6,4,192.33333333333331,584.3089935984214
2394,125,16,671,1273,1,4,192.0,129.6919426949878
3269,63,24,3692,2852,39,1,162.0,192.5123372669918
3175,91,14,376,830,32,3,187.66666666666663,465.7595946408404
3066,124,19,698,870,24,3,188.0,120.59850745345068
2930,186,14,792,2175,33,3,209.33333333333331,400.7043798113517
2839,43,11,834,2501,11,3,189.0,109.03669107231748
2314,2,5,524,659,17,4,198.66666666666663,0.0
2342,314,32,631,685,10,4,174.33333333333337,71.8679344353238
2395,325,20,769,641,10,4,188.33333333333331,190.51509126575775
2420,12,28,990,698,10,4,156.33333333333334,140.00357138301865
2416,18,30,1008,711,10,4,149.33333333333334,124.03628501370073
3036,178,5,3093,1276,32,3,207.0,134.23859355639868
3206,152,11,319,937,32,3,203.33333333333331,449.13806340589747
2981,162,20,750,1842,33,3,201.0,327.9283458318296
2923,201,13,819,2188,33,3,211.33333333333331,369.8986347636336
2887,90,6,1020,2574,32,3,198.0,446.07174310866185
2432,357,20,886,618,10,4,177.33333333333337,250.353749722268
2436,9,29,966,671,10,4,155.0,170.47287174210447
2432,71,25,808,832,1,4,160.66666666666666,60.8276253029822
2398,58,19,732,875,1,4,173.0,0.0
2391,62,16,708,886,1,4,179.33333333333337,0.0
3387,63,1,2148,2790,40,1,203.0,351.0697936308392
3141,124,16,484,708,32,3,192.66666666666663,357.91200035762984
3118,113,14,481,659,32,3,192.66666666666663,272.0900586203031
2915,179,16,836,2173,33,3,208.0,338.864279616486
2707,28,5,30,708,17,3,198.66666666666663,240.13329631685815
2701,100,4,85,785,11,3,201.0,120.01666550941998
2693,114,5,60,850,11,3,201.33333333333331,30.0
2434,340,20,819,573,10,4,183.66666666666663,333.7139493638227
2454,350,26,924,631,10,4,169.0,214.24518664371436
2439,33,25,999,691,10,4,158.66666666666666,110.43550153822818
2407,53,22,750,900,1,4,165.66666666666666,0.0
2977,96,7,1978,745,32,3,196.66666666666663,363.88597115030416
3030,108,5,3043,1356,32,3,201.0,95.25754563287887
3050,65,15,552,540,31,3,182.33333333333331,67.00746227100382
2906,170,18,854,2160,33,3,205.0,307.61014287568605
2881,33,8,1132,2707,32,3,193.33333333333331,446.5926555598513
2710,24,6,30,716,17,3,197.0,272.2223356008834
2708,34,5,67,750,17,3,197.33333333333331,212.19095173922943
2447,53,23,977,666,10,4,164.33333333333334,110.78808600206071
2414,274,25,1084,764,10,4,203.0,34.0
2431,269,26,1106,785,10,4,203.66666666666663,68.47627326307996
2507,66,23,967,837,10,4,165.66666666666666,102.31813133555558
2404,50,21,745,864,10,4,167.33333333333334,42.04759208325728
3338,9,24,2542,2644,39,1,166.0,141.35416513141735
3190,115,9,382,882,31,3,198.33333333333331,495.4069034642129
2899,188,16,892,2201,33,3,209.66666666666663,276.80498550423545
2696,55,8,120,870,11,3,193.33333333333331,85.14693182963201
2379,267,24,589,577,10,4,206.0,42.7551166528639
2458,60,23,882,902,1,4,165.0,0.0
3076,123,18,3294,2520,29,1,189.66666666666663,135.63554106501732
2844,66,21,127,1237,29,1,168.33333333333334,118.59595271340417
2978,128,16,883,1464,33,3,193.66666666666663,127.00393694685216
2929,159,15,872,2007,33,3,203.33333333333331,291.04295215655026
2718,24,8,85,767,17,3,193.66666666666663,285.63263118908526
2716,26,8,95,782,11,3,193.33333333333331,256.56383221335
2713,32,8,127,816,11,3,194.66666666666663,201.48697228356974
2704,47,9,153,872,11,3,191.33333333333331,127.66362050325849
2400,32,31,408,658,10,4,143.66666666666666,100.16985574512923
2379,17,32,495,600,10,4,144.0,36.05551275463989
2473,2,20,799,513,10,4,175.66666666666663,288.5307609250702
2486,31,15,872,566,10,4,181.66666666666663,184.36105879496353
2410,45,10,1022,700,10,4,190.66666666666663,0.0
3157,307,27,2971,2467,24,1,187.33333333333331,125.0
